Name;Acronym;city;state;country_name;country_code
Luxtec (Brazil);;Campinas;;Brazil;BR
Ministry of Education;MEC;Brasília;;Brazil;BR
Prombiom Tecnologia (Brazil);;Campinas;;Brazil;BR
Nanomed (Brazil);;São Carlos;;Brazil;BR
Processos - Soluções de Engenharia (Brazil);;Campinas;;Brazil;BR
Safran (Brazil);;São Paulo;;Brazil;BR
Lychnoflora (Brazil);;Ribeirão Preto;;Brazil;BR
Nanophoton (Brazil);;Ribeirão Preto;;Brazil;BR
Optron Micromecânica Óptica (Brazil);;São Paulo;;Brazil;BR
Rotogine (Brazil);;Cotia;;Brazil;BR
Ministry of Communications;MiniCom;Brasília;;Brazil;BR
Nanox (Brazil);;São Carlos;;Brazil;BR
Ministério do Desenvolvimento, Indústria e Comércio Exterior;MDIC;Brasília;;Brazil;BR
KOM Lux Fibras Ópticas (Brazil);;Campinas;;Brazil;BR
Grupo Guaçu (Brazil);;São Paulo;;Brazil;BR
Madeplas (Brazil);;Catanduva;;Brazil;BR
Ministry of the Environment;MMA;Brasília;;Brazil;BR
Optsensys (Brazil);;São Paulo;;Brazil;BR
Narcissus Pesquisa Clínica e Biotecnologia (Brazil);;Ribeirão Preto;;Brazil;BR
Promip (Brazil);;Campinas;;Brazil;BR
Magnamed (Brazil);;São Paulo;;Brazil;BR
Opusphere (Brazil);;São Paulo;;Brazil;BR
Ministry of Planning, Budget and Management;MP;Brasília;;Brazil;BR
Ministry of Labor and Employment;MTE;Brasília;;Brazil;BR
Oralls (Brazil);;São José dos Campos;;Brazil;BR
Misque (Brazil);;São Bernardo do Campo;;Brazil;BR
IT&D Informação Tecnologia e Desenvolvimento (Brazil);IT&D;Santos;;Brazil;BR
MMOptics (Brazil);MMO;São Carlos;;Brazil;BR
Natural Products & Technologies (Brazil);;Capivari;;Brazil;BR
Proeletronic (Brazil);;Jacareí;;Brazil;BR
Proteimax (Brazil);;Cotia;;Brazil;BR
Navita (Brazil);;São Paulo;;Brazil;BR
Proteobrás (Brazil);;Paulínia;;Brazil;BR
BMT Group (Brazil);;São José dos Campos;;Brazil;BR
Organia (Brazil);;São Paulo;;Brazil;BR
PV Prest Vácuo (Brazil);;Cotia;;Brazil;BR
Pullup (Brazil);;São Paulo;;Brazil;BR
Mosteiro de São Bento;;São Paulo;;Brazil;BR
Netvmi (Brazil);;Indaiatuba;;Brazil;BR
MRA Indústria de Equipamentos Eletrônicos (Brazil);;Ribeirão Preto;;Brazil;BR
MRE Soluções (Brazil);;São Paulo;;Brazil;BR
Neuron Eletrônica (Brazil);;São José dos Campos;;Brazil;BR
Medecell (Brazil);;Botucatu;;Brazil;BR
Rcasoft Informática (Brazil);;Campinas;;Brazil;BR
Partecurae Analysis (Brazil);;São Paulo;;Brazil;BR
LojaFácil (Brazil);;São Paulo;;Brazil;BR
RC Construções (Brazil);;Maceió;;Brazil;BR
Nexus (Brazil);;São José dos Campos;;Brazil;BR
R4F Tecnologia (Brazil);;Campinas;;Brazil;BR
Meier & Giacaglia Medidores (Brazil);;São Carlos;;Brazil;BR
Racetronix (Brazil);;Bauru;;Brazil;BR
Piacentini (Brazil);;Piracicaba;;Brazil;BR
Metaltech Sorocaba Equipamentos e Serviços (Brazil);;Sorocaba;;Brazil;BR
Núcleo de Pesquisas Aplicadas (Brazil);NPA;Jaboticabal;;Brazil;BR
Vitrogen (Brazil);;Campo Grande;;Brazil;BR
MEMS (Brazil);;Campinas;;Brazil;BR
Mestre Dos Mares (Brazil);;São Roque;;Brazil;BR
Reciclapac (Brazil);;São Paulo;;Brazil;BR
Núcleo Paradigma;;São Paulo;;Brazil;BR
Metal Plasma (Brazil);;São José dos Campos;;Brazil;BR
Red, Orange and Green Environmental Technologies (Brazil);REORG;São Paulo;;Brazil;BR
Metalex (Brazil);;São Paulo;;Brazil;BR
Redealumni (Brazil);;São José dos Campos;;Brazil;BR
Reade (Brazil);;Guarulhos;;Brazil;BR
Thales (Brazil);;Santa Cruz do Capibaribe;;Brazil;BR
Refazenda (Brazil);;Botucatu;;Brazil;BR
ReaQuim (Brazil);;São Paulo;;Brazil;BR
Biopcycle (Brazil);;Serrana;;Brazil;BR
Secretaria Municipal de Desenvolvimento Econômico e Negócios de Turismo;SEMDEC;São José do Rio Preto;;Brazil;BR
Pedra Agroindustrial (Brazil);;Serrana;;Brazil;BR
Odysci (Brazil);;Campinas;;Brazil;BR
Recaltech (Brazil);;Lorena;;Brazil;BR
Revolugenix (Brazil);;São Paulo;;Brazil;BR
Siporex (Brazil);;Ribeirão Pires;;Brazil;BR
Brazilian Society for the Advancement of Science;SBPC;São Paulo;;Brazil;BR
Rfideas (Brazil);;São Paulo;;Brazil;BR
Brazilian Radiation Protection Society;SBPR;Recife;;Brazil;BR
SF International (Brazil);;São Carlos;;Brazil;BR
Secretaria de Desenvolvimento Econômico e Turístico;;Lorena;;Brazil;BR
SMA Tecnologia (Brazil);;Campinas;;Brazil;BR
Brvant (Brazil);;Mogi das Cruzes;;Brazil;BR
Macrolog (Brazil);;São Paulo;;Brazil;BR
SmartBio Tecnologia (Brazil);;Adamantina;;Brazil;BR
Sociedade Brasileira de Medicina Nuclear e Imagem Molecular;SBMN;São Paulo;;Brazil;BR
Secretaria Municipal do Desenvolvimento Econômico e Turismo;;Marília;;Brazil;BR
RMF Consultoria (Brazil);;Sete Lagoas;;Brazil;BR
Sucesu Nacional;;Recife;;Brazil;BR
Sobramfa – Medical Education and Humanism;;São Paulo;;Brazil;BR
Pia Sociedade de São Paulo;;Campinas;;Brazil;BR
Grupo Anchieta;;Jundiaí;;Brazil;BR
Gerenciamento Tecnologia e Sistemas (Brazil);GETESI;São Carlos;;Brazil;BR
Sociedade Brasileira de Psicologia Hospitalar (Brazil);SBPH;Belo Horizonte;;Brazil;BR
Rotar (Brazil);;Campinas;;Brazil;BR
Plantech (Brazil);;Atibaia;;Brazil;BR
Sociedade de Nefrologia do Estado de São Paulo;SONESP;São Paulo;;Brazil;BR
Sociedade Astronômica Brasileira;SAB;São Paulo;;Brazil;BR
Sollis (Brazil);;São Paulo;;Brazil;BR
Plasma liits (Brazil);;São Paulo;;Brazil;BR
São Paulo Botanical Society;SBSP;São Paulo;;Brazil;BR
Solstício Energia (Brazil);;Campinas;;Brazil;BR
Sociedade Brasileira de Alimentação e Nutrição;SBAN;São Paulo;;Brazil;BR
Sociedade Brasileira de Anatomia;SBA;São Paulo;;Brazil;BR
Solução Ambiental Assessoria e Consultoria;SAAC;Adamantina;;Brazil;BR
Mvisia (Brazil);;São Paulo;;Brazil;BR
Salt Sea & Limno Technology;;São Paulo;;Brazil;BR
Brazilian Society of Nuclear Biosciences;SBBN;Rio de Janeiro;;Brazil;BR
Sociedade Brasileira de Biologia Celular;SBBC;São Paulo;;Brazil;BR
SPPT Pesquisas Tecnológicas (Brazil);;Mogi Mirim;;Brazil;BR
Salus Group (Brazil);;Santo Antônio de Posse;;Brazil;BR
Secretaria de Gestão Pública;;São Paulo;;Brazil;BR
Suma Indústria e Comércio (Brasil);;Campinas;;Brazil;BR
Sociedade Brasileira de Catálise;;São Paulo;;Brazil;BR
Sociedade Brasileira de Ciência e Tecnologia de Alimentos;SBCTA;Campinas;;Brazil;BR
SuperZinco (Brazil);;Campinas;;Brazil;BR
Surface (Brazil);;Campinas;;Brazil;BR
Scheme Lab (Brazil);;São Paulo;;Brazil;BR
Sociedade Brasileira de Cirurgia Cardiovascular;SBCCV;São Paulo;;Brazil;BR
SW2 Soluções em TI (Brazil);;Campinas;;Brazil;BR
Sociedade Brasileira de Econometria;SBE;Rio de Janeiro;;Brazil;BR
Playax Internet (Brazil);;São Paulo;;Brazil;BR
Novo Mel (Brazil);;São Paulo;;Brazil;BR
Selaz (Brazil);;São José dos Campos;;Brazil;BR
Compass (Brazil);;Santo André;;Brazil;BR
Synthon Especialidades Químicas (Brazil);;Sorocaba;;Brazil;BR
IPS (Brazil);;Campinas;;Brazil;BR
Sdc Engenharia (Brazil);;São Paulo;;Brazil;BR
Selsan Tecnologia Industrial e Comercial (Brazil);;Sorocaba;;Brazil;BR
Sencer (Brazil);;São Carlos;;Brazil;BR
PluriCell (Brazil);;São Paulo;;Brazil;BR
Entomological Society of Brazil;SEB;Londrina;;Brazil;BR
PMEC Sistemas (Brazil);;Araraquara;;Brazil;BR
Sociedade Brasileira de Estudos de Cinema e Audiovisual;;São Paulo;;Brazil;BR
AgriOS (Brazil);;São Carlos;;Brazil;BR
Sociedade Brasileira de Estudos Interdisciplinares da Comunicação;;São Paulo;;Brazil;BR
Secretaria da Casa Civil;;Olinda;;Brazil;BR
Sociedade Brasileira de Física;SBF;São Paulo;;Brazil;BR
Brazilian Society of Speech;SBF;São Paulo;;Brazil;BR
Secretaria Municipal de Cultura;;São Paulo;;Brazil;BR
Sensoft Automação (Brazil);;São Carlos;;Brazil;BR
Secretaria da Educação;;São Paulo;;Brazil;BR
Secretaria da Justiça e da Defesa da Cidadania;;São Paulo;;Brazil;BR
Tec3GEO (Brazil);;São Paulo;;Brazil;BR
Sociedade Brasileira de Fruticultura;SBF;Rio de Janeiro;;Brazil;BR
Polaris (Brazil);;São José dos Campos;;Brazil;BR
Tecam Laboratórios (Brazil);;São Paulo;;Brazil;BR
Polikem (Brazil);;São Carlos;;Brazil;BR
Sociedade Brasileira de Genética;SBG;Ribeirão Preto;;Brazil;BR
Secretaria da Segurança Pública;;Porto Alegre;;Brazil;BR
Tech Chrom (Brazil);;Campinas;;Brazil;BR
Techfilter (Brazil);;Indaiatuba;;Brazil;BR
Serviço Autônomo de Água e Esgoto de Jaboticabal;SAAEJ;Jaboticabal;;Brazil;BR
Secretaria de Agricultura e Abastecimento;;São Paulo;;Brazil;BR
Sociedade Brasileira de Geologia;SBG;São Paulo;;Brazil;BR
Serviço Nacional de Aprendizagem Comercial;SENAC;São Paulo;;Brazil;BR
Technes Agrícola (Brazil);;São Paulo;;Brazil;BR
Tecnologia e Ciência Educacional (Brazil);TECE;Araraquara;;Brazil;BR
SimWorx (Brazil);;Campinas;;Brazil;BR
Sociedade Brasileira de História da Ciência;SBHC;Rio de Janeiro;;Brazil;BR
Tecnovip (Brazil);;Valinhos;;Brazil;BR
Overplay (Brazil);;Campinas;;Brazil;BR
Signalcard (Brazil);;Campinas;;Brazil;BR
Tecnident (Brazil);;São Carlos;;Brazil;BR
Tecnima (Brazil);;São José dos Campos;;Brazil;BR
Tecnocard (Brazil);;São Vicente;;Brazil;BR
SST it solutions (Brazil);;São Paulo;;Brazil;BR
SHS Engenharia Sustentável;;São Carlos;;Brazil;BR
Sociedade Brasileira de Imunologia;SBI;São Paulo;;Brazil;BR
Terra Azul - Tecnologia de Polímeros Naturais (Brazil);;Americana;;Brazil;BR
Tecnozinco Tratamento Superficial (Brazil);;Indaiatuba;;Brazil;BR
Vallitech (Brazil);;Pinhais;;Brazil;BR
Brazilian Society of Computational and Applied Mathematics;SBMAC;São Carlos;;Brazil;BR
Terra Viva Consultoria Ambiental (Brazil);;São Gotardo;;Brazil;BR
Methodist University of São Paulo;UMESP;São Bernardo do Campo;;Brazil;BR
Sociedade Brasileira de Microbiologia;SBM;São Paulo;;Brazil;BR
Tezca (Brazil);;Campinas;;Brazil;BR
Uranet (Brazil);;São Paulo;;Brazil;BR
Urbem Tecnologia Ambiental (Brazil);;São Bernardo do Campo;;Brazil;BR
Thema (Brazil);;Jandira;;Brazil;BR
Sociedade Brasileira de Microeletrônica;;São Paulo;;Brazil;BR
Tecplas Indústria e Comércio (Brazil);;São José dos Campos;;Brazil;BR
Verdartis (Brazil);;Ribeirão Preto;;Brazil;BR
Utep (Brazil);;Guarulhos;;Brazil;BR
Themag (Brazil);;São Paulo;;Brazil;BR
Verdaz (Brazil);;São José do Rio Preto;;Brazil;BR
Secretaria de Desenvolvimento Econômico, Ciência, Tecnologia e Inovação;;São Paulo;;Brazil;BR
TecSUS Tecnologias para a Sustentabilidade (Brazil);;São José dos Campos;;Brazil;BR
Thorus Scisoft (Brazil);;Campinas;;Brazil;BR
Hospital of Sobrapar;SOBRAPAR;Campinas;;Brazil;BR
Watanabe Applied Technology (Brazil);WTA;Cravinhos;;Brazil;BR
Ticon (Brazil);;Diadema;;Brazil;BR
Sociedade Brasileira de Pesquisa Odontológica;;São Paulo;;Brazil;BR
Timpel (Brazil);;São Paulo;;Brazil;BR
Brazilian Society of Protozoology;SBPz;São Paulo;;Brazil;BR
Veritas Life Sciences (Brazil);VLS;Ribeirão Preto;;Brazil;BR
Top in Life Biotecnologia & Genética Animal (Brazil);;Jaboticabal;;Brazil;BR
Versis Tecnologia (Brazil);;Campinas;;Brazil;BR
Supê Soluções (Brazil);;Campinas;;Brazil;BR
Sociedade Brasileira de Química;SBQ;São Paulo;;Brazil;BR
XMobots (Brazil);;São Carlos;;Brazil;BR
Sociedade Brasileira de Toxicologia;SBTOx;São Paulo;;Brazil;BR
Sociedade Brasileira de Vácuo;SBV;Campinas;;Brazil;BR
Secretaria do Governo Municipal;SGM;São Paulo;;Brazil;BR
Secretaria de Planejamento e Gestão;;São Paulo;;Brazil;BR
Sociedade Brasileira Para o Desenvolvimento da Pesquisa em Cirurgia;SOBRADPEC;São Paulo;;Brazil;BR
Secretaria de Saneamento e Recursos Hìdricos;;São Paulo;;Brazil;BR
Toxikón (Brazil);;São Paulo;;Brazil;BR
Tramppo (Brazil);;Cotia;;Brazil;BR
Precifica Preço Inteligente (Brazil);;São Paulo;;Brazil;BR
Secretaria do Meio Ambiente;;São Paulo;;Brazil;BR
TransFrigor do Brasil (Brazil);TF;Campinas;;Brazil;BR
Trion Tec Radion (Brazil);;São Paulo;;Brazil;BR
Incubadora Tecnológica Univap Revap (Brazil);;São José dos Campos;;Brazil;BR
Ultra Hi Plásticos Industriais (Brazil);;Barueri;;Brazil;BR
Secretaria Municipal de Educação de São Paulo;;São Paulo;;Brazil;BR
Secretaria Municipal do Verde e do Meio Ambiente;SVMA;São Paulo;;Brazil;BR
Unigen Tecnologia pelo DNA (Brazil);;São Paulo;;Brazil;BR
Versor Inovação Tecnológica (Brazil);;Santo André;;Brazil;BR
UniSoma (Brazil);;Campinas;;Brazil;BR
Victor Vision (Brazil);;São Carlos;;Brazil;BR
VISIONBR Tecnologia e Informatica (Brazil);;Ribeirão Preto;;Brazil;BR
Vita Care (Brazil);;São Paulo;;Brazil;BR
Vitex (Brazil);;São Paulo;;Brazil;BR
Vocalize (Brazil);;Campinas;;Brazil;BR
Transdata (Brazil);;São Paulo;;Brazil;BR
Wavetek (Brazil);;São Carlos;;Brazil;BR
Scenario (Brazil);;São Carlos;;Brazil;BR
NutriVita Suplementos (Brazil);;Porto Alegre;;Brazil;BR
Piaram (Brazil);;Guaramirim;;Brazil;BR
Welding Science (Brazil);;São Paulo;;Brazil;BR
Brazilian Academy of Sciences;ABC;Rio de Janeiro;;Brazil;BR
ALIS Engineering and Systems Solutions (Brazil);;Rio de Janeiro;;Brazil;BR
Brazilian Institute of Geography and Statistics;IBGE;Rio de Janeiro;;Brazil;BR
Instituto Cultural Cravo Albin;ICCA;Rio de Janeiro;;Brazil;BR
Nuclear Engineering Institute;IEN;Rio de Janeiro;;Brazil;BR
Institute of Homeopathy James Tyler Kent;IHJTK;Rio de Janeiro;;Brazil;BR
Arquivo Público do Estado do Rio de Janeiro;APERJ;Rio de Janeiro;;Brazil;BR
Institute of Applied Economic Research;IPEA;Brasília;;Brazil;BR
Espaço Ciência Viva;;Rio de Janeiro;;Brazil;BR
Artecriação (Brazil);;Rio de Janeiro;;Brazil;BR
Instituto Federal Fluminense;IFF;Rio de Janeiro;;Brazil;BR
Ryjor (Brazil);;Rio de Janeiro;;Brazil;BR
Instituto Histórico e Geográfico Brasileiro;IHGB;Rio de Janeiro;;Brazil;BR
Military Institute of Engineering;IME;Rio de Janeiro;;Brazil;BR
AVM Faculdade Integrada;;Rio de Janeiro;;Brazil;BR
Instituto Nacional da Propriedade Industrial;INPI;Rio de Janeiro;;Brazil;BR
Hélio Alonso University;FACHA;Rio de Janeiro;;Brazil;BR
Instituto Nacional de Educação de Surdos;INES;Rio de Janeiro;;Brazil;BR
Instituto Brasileiro de Mercado de Capitais;IBMEC;Rio de Janeiro;;Brazil;BR
Instituto Nacional de Tecnologia;INT;Rio de Janeiro;;Brazil;BR
Instituto Superior de Educação do Rio de Janeiro;ISERJ;Rio de Janeiro;;Brazil;BR
Instituto Universitário de Pesquisas do Rio de Janeiro;IUPERJ;Rio de Janeiro;;Brazil;BR
National Library of Brazil;;Rio de Janeiro;;Brazil;BR
Instituto Vital Brazil (Brazil);;Rio de Janeiro;;Brazil;BR
Fundação Casa de Rui Barbosa;;Rio de Janeiro;;Brazil;BR
Fundação Cesgranrio;;Rio de Janeiro;;Brazil;BR
Fundação CECIERJ;;Rio de Janeiro;;Brazil;BR
Pro Criança Cardíaca;;Rio de Janeiro;;Brazil;BR
Fundação de Apoio à Escola Técnica;FAETEC;Rio de Janeiro;;Brazil;BR
Lexikon Editora Digital (Brazil);;Rio de Janeiro;;Brazil;BR
Centro de Tecnologia Mineral;CETEM;Rio de Janeiro;;Brazil;BR
Fundação Educacional D. André Arcoverde;FAA;Valença;;Brazil;BR
Federal Center for Technological Education Celso Suckow da Fonseca;CEFET;Rio de Janeiro;;Brazil;BR
Museu de Astronomia e Ciências Afins;MACA;Rio de Janeiro;;Brazil;BR
Bioline - Consultoria e Engenharia Ambiental;;Angra dos Reis;;Brazil;BR
Hospital São Vicente de Paulo;HSVP;Rio de Janeiro;;Brazil;BR
Dalvic (Brazil);;Rio de Janeiro;;Brazil;BR
Hospital Universitário Gaffrée e Guinle;HUGG;Rio de Janeiro;;Brazil;BR
Departamento Nacional de Produção Mineral;DNPM;Brasília;;Brazil;BR
Terenzi (Brazil);;Rio de Janeiro;;Brazil;BR
Inovax (Brazil);;Rio de Janeiro;;Brazil;BR
Instituto Estadual de Diabetes e Endocrinologia Luiz Capriglione;IEDE;Rio de Janeiro;;Brazil;BR
Muncipal de Bom Jesus do Itabapoana;;Bom Jesus do Itabapoana;;Brazil;BR
Instituto de Estudos do Mar Almirante Paulo Moreira;IEAPM;Arraial do Cabo;;Brazil;BR
Secretaria de Ciência, Tecnologia e Inovação da Marinha;SecCTM;Brasília;;Brazil;BR
Empresa de Pesquisa Agropecuária do Estado do Rio de Janeiro;;Niterói;;Brazil;BR
Sociedade Brasileira de Diabetes;;São Paulo;;Brazil;BR
Brazilian Network Information Center;NICBR;São Paulo;;Brazil;BR
Brazilian Dental Materials Group;;Uberaba;;Brazil;BR
Sociedade Brasileira de Retina e Vítreo;SBRV;São Paulo;;Brazil;BR
Centro Universitário Fundação Assis Gurgacz;FAG;Cascavel;;Brazil;BR
Bruning (Brazil);;Panambi;;Brazil;BR
São Paulo State Technological College;FATEC;São Paulo;;Brazil;BR
Hospital Erasto Gaertner;;Curitiba;;Brazil;BR
Hospital Samaritano de São Paulo;;São Paulo;;Brazil;BR
Sadalla Amin Ghanem Eye Hospital;;Joinville;;Brazil;BR
Hospital Pérola Byington;;São Paulo;;Brazil;BR
Sarah Network of Rehabilitation Hospitals;;Belém;;Brazil;BR
Universidade Estadual do Maranhão;UEMA;São Luís;;Brazil;BR
Universidade Estadual do Amapá;UEAP;Macapá;;Brazil;BR
Universidade Federal do Cariri;UFCA;Juazeiro do Norte;;Brazil;BR
Real Hospital Português;;Recife;;Brazil;BR
Brazilian Agricultural Research Corporation;EMBRAPA;Brasília;;Brazil;BR
Clinics Hospital of Ribeirão Preto;;Ribeirão Preto;;Brazil;BR
Instituto Federal do Ceará;IFCE;Fortaleza;;Brazil;BR
Anhembi Morumbi University;UAM;São Paulo;;Brazil;BR
Brazilian Naval School;;Rio de Janeiro;;Brazil;BR
Federal Institute of Minas Gerais;IFMG;Belo Horizonte;;Brazil;BR
Federal Institute of Pernambuco;IFPE;Recife;;Brazil;BR
Federal Institute of Rio Grande do Sul;IFRS;Bento Gonçalves;;Brazil;BR
Federal Institute of Santa Catarina;IFSC;Florianópolis;;Brazil;BR
Jesuit School of Philosophy and Theology;FAJE;Belo Horizonte;;Brazil;BR
Rio Branco Institute;IRBr;Brasília;;Brazil;BR
Universidade Estadual do Piau;UESPI;Teresina;;Brazil;BR
Centro Universitário Metodista IPA;;Porto Alegre;;Brazil;BR
Hospital Universitário Antônio Pedro;HUAP;Niterói;;Brazil;BR
Grupo Hospitalar Conceição;GHC;Porto Alegre;;Brazil;BR
Complexo Hospitalar Universitário Professor Edgard Santos;HUPES;Salvador;;Brazil;BR
Colsan - Associação Beneficente de Coleta de Sangue;;Jundiaí;;Brazil;BR
Mendelics;;São Paulo;;Brazil;BR
Central Bank of Brazil;;Brasília;;Brazil;BR
Bank of Brazil;;Brasília;;Brazil;BR
Associação Caruaruense de Ensino Superior e Técnico;ASCES;Caruaru;;Brazil;BR
Caixa Cultural;;Brasília;;Brazil;BR
Centro de Ensino Superior de Juiz de Fora;CES/JF;Juiz de Fora;;Brazil;BR
Colégio Pedro II;;Rio de Janeiro;;Brazil;BR
Centro de Desenvolvimento da Tecnologia Nuclear;CDTN;Belo Horizonte;;Brazil;BR
Vale (Brazil);CVRD;Itabira;;Brazil;BR
Centro Universitário Cesmac;;Maceió;;Brazil;BR
Centro Universitário do Rio Grande do Norte;UNI-RN;Natal;;Brazil;BR
Companhia de Eletricidade do Estado da Bahia (Brazil);COELBA;Salvador;;Brazil;BR
Faculdade de Itaituba;FAI;Itaituba;;Brazil;BR
Faculdade de Medicina de Jundiaí;FMJ;Jundiaí;;Brazil;BR
Faculdade Frassinetti do Recife;FAFIRE;Recife;;Brazil;BR
Faculdade Guairacá;;Guarapuava;;Brazil;BR
Faculdade Meridional;IMED;Passo Fundo;;Brazil;BR
Faculdade Redentor;;Itaperuna;;Brazil;BR
Faculdade Ruy Barbosa;FRB;Salvador;;Brazil;BR
Faculdade São Lucas;;Porto Velho;;Brazil;BR
Faculdade Sumaré;;Sumaré;;Brazil;BR
Faculdades EST;;São Leopoldo;;Brazil;BR
Faculdades Integradas Aparício Carvalho;FIMCA;Porto Velho;;Brazil;BR
Faculdades Integradas de Cacoal;;Cacoal;;Brazil;BR
Faculdades Integradas de Taquara;FACCAT;Taquara;;Brazil;BR
Faculdades Integradas do Vale do Ivaí;;Belo Horizonte;;Brazil;BR
Fundação Técnico Educacional Souza Marques;;Rio de Janeiro;;Brazil;BR
Fleury S.A. (Brazil);;São Paulo;;Brazil;BR
Faculdade Cásper Líbero;FCL;São Paulo;;Brazil;BR
Fundação Dom Cabral;FDC;Belo Horizonte;;Brazil;BR
Centro Universitário Católica de Quixadá;FCRS;Quixadá;;Brazil;BR
Faculdade Novos Horizontes;;Belo Horizonte;;Brazil;BR
Faculdade da Serra Gaúcha;FSG;Caxias do Sul;;Brazil;BR
Faculdade de Administração Ciências Educação e Letras;FACEL;Curitiba;;Brazil;BR
Faculdade de Desenvolvimento do Rio Grande do Sul;FADERGS;Porto Alegre;;Brazil;BR
João Pinheiro Foundation;FJP;Belo Horizonte;;Brazil;BR
Faculdades Milton Campos;;Nova Lima;;Brazil;BR
Fundacao Joaquim Nabuco;;Recife;;Brazil;BR
Escola Superior Aberta do Brasil;ESAB;Vila Velha;;Brazil;BR
Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória;EMESCAM;Vitória;;Brazil;BR
Governo do Estado de São Paulo;;São Paulo;;Brazil;BR
Governo do Distrito Federal;;Brasília;;Brazil;BR
Governo do Estado de Mato Grosso;;Cuiabá;;Brazil;BR
Instituto Cuiabano de Educação;ICE;Cuiabá;;Brazil;BR
Governo do Estado do Rio de Janeiro;;Rio de Janeiro;;Brazil;BR
Governo do Estado do Rio Grande do Sul;;Porto Alegre;;Brazil;BR
Instituição Toledo de Ensino;ITE;Bauru;;Brazil;BR
Instituto Federal do Rio Grande do Norte;IFRN;Natal;;Brazil;BR
Grupo Ibmec Educacional;;Rio de Janeiro;;Brazil;BR
Instituto de Ensinos Superiores da Amazônia;IESAM;Belém;;Brazil;BR
Instituto Agronômico do Paraná;IAPAR;Londrina;;Brazil;BR
Instituto Alergoimuno de Americana;;Americana;;Brazil;BR
Instituto de Pesquisas Energéticas e Nucleares;IPEN;São Paulo;;Brazil;BR
Colégio Sinodal;;São Leopoldo;;Brazil;BR
Instituto Superior de Teologia Aplicada;INTA;Sobral;;Brazil;BR
Instituto de Tecnologia e Pesquisa;ITP;Aracaju;;Brazil;BR
Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso;IFMT;Cuiabá;;Brazil;BR
Instituto Federal Goiano;;Goiás;;Brazil;BR
Instituto Vita;;São Paulo;;Brazil;BR
Fundação Centro de Hematologia e Hemoterapia de Minas Gerais;;Belo Horizonte;;Brazil;BR
Prefeitura do Município de São Paulo;;São Paulo;;Brazil;BR
Prefeitura Municipal de Belo Horizonte;PBH;Belo Horizonte;;Brazil;BR
Prefeitura Municipal de Curitiba;;Curitiba;;Brazil;BR
Prefeitura Municipal do Natal;;Natal;;Brazil;BR
Prefeitura Municipal de Vitória;;Vitória;;Brazil;BR
Secretaria da Educação do Estado da Bahia;;Salvador;;Brazil;BR
Serviço Social da Indústria de Santa Catarina;;Florianópolis;;Brazil;BR
União Dinâmica de Faculdades Cataratas;UDC;Foz do Iguaçu;;Brazil;BR
Federal University of the State of Rio de Janeiro;UNIRIO;Rio de Janeiro;;Brazil;BR
Uninter;;Curitiba;;Brazil;BR
AES (Brazil);;Barueri;;Brazil;BR
DuPont (Brazil);;Barueri;;Brazil;BR
Companhia Energética de Pernambuco;CELPE;Recife;;Brazil;BR
Faculdade de Tecnologia e Ciências;FTC;Salvador;;Brazil;BR
Embraco (Brazil);;Joinville;;Brazil;BR
Eletrobras (Brazil);;Brasília;;Brazil;BR
National Institute of Science and Technology for Software Engineering;INES;Cachoeirinha;;Brazil;BR
Folha (Brazil);;São Paulo;;Brazil;BR
National Water Agency;ANA;Brasília de Minas;;Brazil;BR
Instituto Nacional de Ciência e Tecnologia em Toxinas;INCTTOX;São Paulo;;Brazil;BR
Fundação de Apoio à Pesquisa do Estado da Paraíba;FAPESQ;Campina Grande;;Brazil;BR
Fundação de Apoio à Pesquisa do Rio Grande do Norte;FAPERN;Lagoa Nova;;Brazil;BR
Fundação de Amparo à Pesquisa do Espírito Santo;FAPES;Vitória;;Brazil;BR
Fundação de Desenvolvimento de Tecnópolis;FUNTEC;Goiânia;;Brazil;BR
National Agency of Petroleum, Natural Gas and Biofuels;ANP;Rio de Janeiro;;Brazil;BR
Secretaria de Desenvolvimento Econômico Ciência Tecnologia e Ensino Superior;SEDECTES;Belo Horizonte;;Brazil;BR
Agência Nacional de Energia Elétrica;ANEEL;Brasília;;Brazil;BR
Centro de Tecnologias Estratégicas do Nordeste;CETENE;Recife;;Brazil;BR
Centro de Excelência em Bioinformática;CEBio;Belo Horizonte;;Brazil;BR
Interministerial Commission for Sea Resources;CIRM;Brasília;;Brazil;BR
Fundo para o Desenvolvimento Tecnológico das Telecomunicações;FUNTTEL;Brasília;;Brazil;BR
Empresa de Pesquisa Agropecuária do Rio Grande do Norte;EMPARN;Natal;;Brazil;BR
Companhia Energética de São Paulo;CESP;São Paulo;;Brazil;BR
Secretaria de Estado da Ciência, Tecnologia e Inovação;SECTI;São Marcos;;Brazil;BR
Secretaria de Estado de Ciência Tecnologia e Inovação;;Brasília;;Brazil;BR
Brazilian Institute of Environment and Renewable Natural Resources;IBAMA;Brasília;;Brazil;BR
Fundação de Estudo e Pesquisa em Medicina Veterinária e Zootecnia;FEPMVZ;Belo Horizonte;;Brazil;BR
Companhia Energética de Minas Gerais (Brazil);CEMIG;Belo Horizonte;;Brazil;BR
Institutos Nacionais de Ciência e Tecnologia;INCT;Brasília;;Brazil;BR
