Name;Acronym;city;state;country_name;country_code
Instituto de Pesquisas Jardim Botânico do Rio de Janeiro;;Rio de Janeiro;;Brazil;BR
Rio de Janeiro Federal Institute of Education, Science and Technology;IFRJ;Arraial do Cabo;;Brazil;BR
National Institute of Science and Technology for Structural Biology and Bioimaging;INBEB;Rio de Janeiro;;Brazil;BR
Brazilian Center for Research in Energy and Materials;CNPEM;Campinas;;Brazil;BR
Laboratório Nacional de Ciência e Tecnologia do Bioetanol;CTBE;Campinas;;Brazil;BR
Laboratório Nacional de Computação Científica;LNCC;Petrópolis;;Brazil;BR
Geological Survey of Brazil;CPRM ;Rio de Janeiro;;Brazil;BR
Museu Paraense Emílio Goeldi;;Belém;;Brazil;BR
São Paulo Research Foundation;FAPESP;São Paulo;;Brazil;BR
Fundação de Amparo à Pesquisa do Estado de Minas Gerais;FAPEMIG;Belo Horizonte;;Brazil;BR
Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro;FAPERJ;Rio de Janeiro;;Brazil;BR
Fundação de Amparo à Pesquisa e ao Desenvolvimento Científico e Tecnológico do Maranhão;FAPEMA;São Luís;;Brazil;BR
Fundação Araucária;;Curitiba;;Brazil;BR
Fundação de Apoio a Pesquisa do Estado de Goiás;FAPEG;Goiânia;;Brazil;BR
Fundação de Amparo à Pesquisa do Estado do Amazonas;FAPEAM;Manaus;;Brazil;BR
Amazon Research Foundation;FAPESA;Belém;;Brazil;BR
Fundação Cearense de Apoio ao Desenvolvimento Científico e Tecnológico;FUNCAP;Fortaleza;;Brazil;BR
Fundação de Amparo à Pesquisa do Estado de Mato Grosso;FAPEMAT ;Cuiabá;;Brazil;BR
Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina;FAPESC;Florianópolis;;Brazil;BR
Fundação de Amparo à Pesquisa do Estado do Piauí;FAPEPI;Teresina;;Brazil;BR
Instituto Federal do Espírito Santo;IFES;Vitória;;Brazil;BR
Foundation for Research Support of the Federal District;FAPDF;Brasília;;Brazil;BR
Centro de Educação Profissional em Tecnologia da Informação de Petrópolis;CPTI;Petrópolis;;Brazil;BR
Federal Center for Technological Education of Minas Gerais;CEFET-MG;Belo Horizonte;;Brazil;BR
National Institute of Telecommunications;Inatel;Santa Rita do Sapucaí;;Brazil;BR
Universidade Sociedade Educacional de Santa Catarina;UNISOCIESC;Joinville;;Brazil;BR
Instituto de Aeronáutica e Espaço;IAE;São José dos Campos;;Brazil;BR
Institute of Education and Research;;São Paulo;;Brazil;BR
Instituto Federal Catarinense;;Blumenau;;Brazil;BR
Serviço Nacional de Aprendizagem Industrial;SENAI;Brasília;;Brazil;BR
Bahia Federal Institute of Education Science and Technology;IFBA ;Salvador;;Brazil;BR
Instituto Federal de Educação Ciência e Tecnologia da Paraíba;CEFET-PB;João Pessoa;;Brazil;BR
Federal Institute of Education, Science and Technology Alagoas;IFAL;Maceió;;Brazil;BR
Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais;IFNMG ;Januária;;Brazil;BR
Instituto Infnet;;Rio de Janeiro;;Brazil;BR
Instituto Federal de Educação Ciência e Tecnologia do Paraná;IFPR;Curitiba;;Brazil;BR
Fundação de Amparo à Ciência e Tecnologia de Pernambuco;FACEPE;Recife;;Brazil;BR
Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul;FAPERGS;Porto Alegre;;Brazil;BR
Fundação de Amparo à Pesquisa do Estado da Bahia;FAPESB;Salvador;;Brazil;BR
Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia do Estado de Mato Grosso do Sul;FUNDECT;Campo Grande;;Brazil;BR
Financiadora de Estudos e Projetos;FINEP;Rio de Janeiro;;Brazil;BR
Fundação para o Desenvolvimento da UNESP;FUNDUNESP;São Paulo;;Brazil;BR
Abili (Brazil);;São Paulo;;Brazil;BR
Associação Brasileira de Alergia e Imunologia;ASBAI;São Paulo;;Brazil;BR
Ablevision (Brazil);;São Carlos;;Brazil;BR
Biopdi (Brazil);;São Carlos;;Brazil;BR
Associação Brasileira de Análise Térmica e Calorimetria;ABRATEC;São Paulo;;Brazil;BR
Academia Brasileira de Audiologia;ABA;São Paulo;;Brazil;BR
Alpha Br Produtos Químicos (Brazil);;São Paulo;;Brazil;BR
Associação Saúde da Família;ASF;São Paulo;;Brazil;BR
Associação Brasileira de Antropologia;ABA;Brasília;;Brazil;BR
Biotech (Brazil);;São Paulo;;Brazil;BR
Academia de Ciências do Estado de São Paulo;ACIESP;São Paulo;;Brazil;BR
Altave (Brazil);;São José dos Campos;;Brazil;BR
Associação Sul-Americana de Automação;ISA;São Paulo;;Brazil;BR
Academia Nacional de Cuidados Paliativos;ANCP;São Paulo;;Brazil;BR
Associação Brasileira de Avaliação de Impacto;ABAI;Ribeirão Preto;;Brazil;BR
Bioware (Brazil);;Campinas;;Brazil;BR
Ação Educativa;;São Paulo;;Brazil;BR
Associação Brasileira da Batata;ABBA;Itapetininga;;Brazil;BR
Accert (Brazil);;São Carlos;;Brazil;BR
Brazilian Buiatrics Association;;Rio de Janeiro;;Brazil;BR
Bonavision Auxilios Opticos (Brazil);;São Paulo;;Brazil;BR
Atonus Engineering Systems (Brazil);;São José dos Campos;;Brazil;BR
Ambra Solutions (Brazil);;São José dos Campos;;Brazil;BR
AMS Kepler (Brazil);;Rio de Janeiro;;Brazil;BR
Associação Brasileira de Ciência Política;ABCP;Rio de Janeiro;;Brazil;BR
Acquest (Brazil);;São Paulo;;Brazil;BR
Associação Brasileira de Estatística;ABE;São Paulo;;Brazil;BR
Eurofins (Brazil);;Recife;;Brazil;BR
Adespec (Brazil);;São Paulo;;Brazil;BR
Associação Brasileira de Estudos de Defesa;ABED;São Carlos;;Brazil;BR
BR Express (Brazil);;São Caetano do Sul;;Brazil;BR
Associação Brasileira de Estudos Populacionais;ABEP;Belo Horizonte;;Brazil;BR
Br4Science (Brazil);;Botucatu;;Brazil;BR
BCS Tecnologia (Brazil);;Campinas;;Brazil;BR
Adiel Comercial (Brazil);;Ribeirão Preto;;Brazil;BR
Trouw Nutrition (Brazil);;São José do Rio Preto;;Brazil;BR
Anod-arc (Brazil);;São Paulo;;Brazil;BR
Brazilian Association of Philosophy and History of Biology;ABFHiB;Águas de Lindóia;;Brazil;BR
ADTS (Brazil);;São Paulo;;Brazil;BR
Belver Brasil Instrumentos (Brazil);;Campinas;;Brazil;BR
Antares Eletrônica (Brazil);;Jundiaí;;Brazil;BR
Antoniosi Tecnologia Agroindustrial (Brazil);;Matão;;Brazil;BR
Apis Flora (Brazil);;São Paulo;;Brazil;BR
Beta Telecom (Brazil);;São José dos Campos;;Brazil;BR
Fundação de Ciência, Aplicações e Tecnologia Espaciais;FUNCATE;São José dos Campos;;Brazil;BR
Aeroalcool Tecnologia (Brazil);;Batatais;;Brazil;BR
Tetra Tech (Brazil);;São Paulo;;Brazil;BR
Illinois Tool Works (Brazil);;São Paulo;;Brazil;BR
Betta Tecnologia (Brazil);;Franca;;Brazil;BR
Brascoelma (Brazil);;Diadema;;Brazil;BR
Agricef (Brazil);;Campinas;;Brazil;BR
Bevi Plastic (Brazil);;Sorocaba;;Brazil;BR
Bf Clay Especialidades (Brazil);;São Paulo;;Brazil;BR
Agro Lab Plants (Brazil);;Araras;;Brazil;BR
Associação Brasileira de Informática;ABINFO;Campinas;;Brazil;BR
BrasilOzônio (Brazil);;São Paulo;;Brazil;BR
Associação Brasileira de Médicos Veterinários de Equídeos;ABRAVEQ;Ribeirão Preto;;Brazil;BR
Associação Brasileira de Oncologia Veterinária;ABROVET;São Paulo;;Brazil;BR
Bio&Green (Brazil);;São Paulo;;Brazil;BR
Arquivo Histórico Judaico Brasileiro;AHJB;São Paulo;;Brazil;BR
AGX Tecnologia (Brazil);;São Carlos;;Brazil;BR
Bio Controle (Brazil);;São Paulo;;Brazil;BR
Centro Técnico de Automação (Brazil);CTA;Joinville;;Brazil;BR
Akaer (Brazil);;São José dos Campos;;Brazil;BR
Associação Brasileira de Pesquisadores de Comunicação Organizacional e de Relações Públicas;ABRACORP;São Paulo;;Brazil;BR
Altech (Brazil);;Goiânia;;Brazil;BR
Associação Brasileira de Pesquisadores em História Econômica;ABPHE;São Paulo;;Brazil;BR
Bio Soja Group (Brazil);;São Joaquim da Barra;;Brazil;BR
Associação Brasileira de Polímeros;ABPOL;São Carlos;;Brazil;BR
Camelback (Brazil);;Guarujá;;Brazil;BR
Asel-Tech (Brazil);;São Carlos;;Brazil;BR
Alchemy (Brazil);;São Paulo;;Brazil;BR
Federal Institute of São Paulo;CEFET-SP;São Paulo;;Brazil;BR
AsGa (Brazil);;Paulínia;;Brazil;BR
Lucinski (Brazil);;São Paulo;;Brazil;BR
Associação Brasileira de Saúde Coletiva;ABRASCO;Rio de Janeiro;;Brazil;BR
Algae Biotecnologia (Brazil);;Piracicaba;;Brazil;BR
Assembleia Legislativa de São Paulo;ALESP;São Paulo;;Brazil;BR
Aliança Orgânica Soluções Ambientais (Brazil);;São Carlos;;Brazil;BR
Associação Brasileira de Psicoterapia e Medicina Comportamental;ABPMC;São Paulo;;Brazil;BR
CBPak (Brazil);;Rio de Janeiro;;Brazil;BR
Brazilian National Association of Graduate Programs in Communication;;Belo Horizonte;;Brazil;BR
Associação Aeroespacial Brasileira;AAB;São José dos Campos;;Brazil;BR
Associação Brasileira de Tratamentos de Superfície;ABTS;São Paulo;;Brazil;BR
Biocontrol (Brazil);;Sertãozinho;;Brazil;BR
Associação Brasileira para a Proteção dos Alimentos;ABRAPA;Brasília;;Brazil;BR
Bionnovation (Brazil);;Bauru;;Brazil;BR
Fundação Escola de Comércio Álvares Penteado;FECAP;São Paulo;;Brazil;BR
Centro de Espectrometria de Massas Aplicada (Brazil);;São Paulo;;Brazil;BR
Brazilian Internet Steering Committee;CGI;São Paulo;;Brazil;BR
Cennabras (Brazil);;Guarulhos;;Brazil;BR
Comm Solutions (Brazil);;São Paulo;;Brazil;BR
Faculdade Brasil;;São Paulo;;Brazil;BR
Centagro (Brazil);;Batatais;;Brazil;BR
Dínamo Automação Industrial (Brazil);;Piracicaba;;Brazil;BR
Compsis (Brazil);;São José dos Campos;;Brazil;BR
Faculdade Unida de Suzano;;Suzano;;Brazil;BR
Dinamo Networks (Brazil);;São Paulo;;Brazil;BR
Associação de Pais e Amigos dos Excepcionais de São Paulo;APAE;São Paulo;;Brazil;BR
DirectLight (Brazil);;São Carlos;;Brazil;BR
Centro Brasileiro de Análise e Planejamento;CEBRAP;São Paulo;;Brazil;BR
DLG Automation (Brazil);;Sertãozinho;;Brazil;BR
Associação dos Floricultores da Região da Via Dutra;AFLORD;Arujá;;Brazil;BR
Associação dos Geógrafos Brasileiros;AGB;Campinas;;Brazil;BR
DMC Equipmentos (Brazil);;São Carlos;;Brazil;BR
Centro Cerâmico do Brasil;CCB;Santa Gertrudes;;Brazil;BR
Compuminer Mineração de Dados & BI (Brazil);;São Paulo;;Brazil;BR
DNA Consult Genética e Biotecnologia (Brazil);;São Carlos;;Brazil;BR
Dnapta Biotecnologia (Brazil);;São José do Rio Preto;;Brazil;BR
Escola da Cidade;;São Paulo;;Brazil;BR
Condor Instruments (Brazil);;São Paulo;;Brazil;BR
Centro de Genomas (Brazil);;São Paulo;;Brazil;BR
Dod Robôs Investidores (Brazil);;São Paulo;;Brazil;BR
CFlex (Brazil);;Cambuí;;Brazil;BR
Instituto Sedes Sapientiae;;São Paulo;;Brazil;BR
DPR Engenharia (Brazil);;Campinas;;Brazil;BR
Instituto Irmãs Santa Marcelina;;São Paulo;;Brazil;BR
Associação Nacional de História;ANPUH;São Paulo;;Brazil;BR
Chem4u (Brazil);;Mauá;;Brazil;BR
DSPGeo (Brazil);;Campinas;;Brazil;BR
Sciences and Education Research Council;COPEC;São Paulo;;Brazil;BR
Chemyunion (Brazil);;Sorocaba;;Brazil;BR
Associação Nacional de Pesquisa e Pós-Graduação em Turismo;ANPTUR;São Paulo;;Brazil;BR
Conselho de reitores das Universidades Estaduais de São Paulo;Cruesp;Itapeva;;Brazil;BR
Coordenadoria Geral da Universidade;CGU;Campinas;;Brazil;BR
Dýnamis Industry e Commerce (Brazil);;Ferraz de Vasconcelos;;Brazil;BR
Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais;ANPOCS;São Paulo;;Brazil;BR
CHR Cerâmica Técnica (Brazil);;São Carlos;;Brazil;BR
Corollarium (Brazil);;São Paulo;;Brazil;BR
Faculdade de Agudos;FAAG;Agudos;;Brazil;BR
Associação Nacional de Pós-Graduação e Pesquisa em Educação;ANPED;Rio de Janeiro;;Brazil;BR
Ecco Fibers (Brazil);;Campinas;;Brazil;BR
Advance Soluções em Informática (Brazil);;São Paulo;;Brazil;BR
Associação Nacional de Transportes Públicos;;São Paulo;;Brazil;BR
Centro de Estudos da Voz;CEV;São Paulo;;Brazil;BR
Eccos Indústria Metalúrgica (Brazil);;Indaiatuba;;Brazil;BR
Associação Paulista de Medicina;APM;São Paulo;;Brazil;BR
Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul;CELAFISCS;São Caetano do Sul;;Brazil;BR
Coss (Brazil);;São Carlos;;Brazil;BR
Associação Paulista para o Desenvolvimento da Medicina;SPDM;São Paulo;;Brazil;BR
Cientistas (Brazil);;São Carlos;;Brazil;BR
Centro de Estudos Educação e Sociedade;CEDES;Campinas;;Brazil;BR
Ecology Glass (Brazil);;Limeira;;Brazil;BR
Cotec (Brazil);;São José dos Campos;;Brazil;BR
Centro de Estudos em Psicologia da Saúde;CEPSIC;São Paulo;;Brazil;BR
Federacao Brasileira de Associacoes de Bibliotecarios;FEBAB;São Paulo;;Brazil;BR
Correias Elo (Brazil);;São Paulo;;Brazil;BR
Cromática (Brazil);;São Paulo;;Brazil;BR
ClanSoft (Brazil);;Campinas;;Brazil;BR
Ecotec Equipment and Systems (Brazil);;Mogi das Cruzes;;Brazil;BR
Centre for Research and Development in Telecommunications (Brazil);CPqD;Campinas;;Brazil;BR
EcoZON (Brazil);;São Paulo;;Brazil;BR
Faculdade São Leopoldo Mandic;SLMANDIC;Campinas;;Brazil;BR
EDG Equipamentos e Controles (Brazil);;São Carlos;;Brazil;BR
Cuesta (Brazil);;Botucatu;;Brazil;BR
Clave (Brazil);;Rio de Janeiro;;Brazil;BR
Sugarcane Research Center (Brazil);CTC;Piracicaba;;Brazil;BR
Centro de Estudos e Pesquisas em Educação, Cultura e Ação Comunitária;CENPEC;São Paulo;;Brazil;BR
CLB Engenharia Consultiva (Brazil);;São Paulo;;Brazil;BR
Efix (Brazil);;São Paulo;;Brazil;BR
Eikonal do Brasil (Brazil);;São Paulo;;Brazil;BR
Cyrbe (Brazil);;Sumaré;;Brazil;BR
Ekion Tecnologia de Veículos Elétricos (Brazil);;Campinas;;Brazil;BR
Centro de Inovação, Empreendedorismo e Tecnologia;;São Paulo;;Brazil;BR
Centro Infantil Boldrini;;Campinas;;Brazil;BR
Enalta Inovações Tecnológicas (Brazil);;São Carlos;;Brazil;BR
Elabora Consultoria (Brazil);;São Paulo;;Brazil;BR
Centro Latino-Americano e do Caribe de Informação em Ciências da Saúde;BIREME;São Paulo;;Brazil;BR
Electric Dreams (Brazil);;São José dos Campos;;Brazil;BR
Instituto Chico Mendes de Conservação da Biodiversidade;;Brasília;;Brazil;BR
WorleyParsons (Brazil);;São Paulo;;Brazil;BR
Engemap (Brazil);;Assis;;Brazil;BR
Orbisat (Brazil);;São José dos Campos;;Brazil;BR
Cobrasper (Brazil);;São Carlos;;Brazil;BR
Colégio Brasileiro de Cirurgiões;CBC;Rio de Janeiro;;Brazil;BR
Engene (Brazil);;Florianópolis;;Brazil;BR
Farmacore (Brazil);;Ribeirão Preto;;Brazil;BR
DeltaCO2 (Brazil);;Piracicaba;;Brazil;BR
Engimplan (Brazil);;Rio Claro;;Brazil;BR
Federação Brasileira de Psicodrama;FEBRAP;São Paulo;;Brazil;BR
Federation of Experimental Biology Societies;FeSBE;São Paulo;;Brazil;BR
Dencril (Brazil);;Pirassununga;;Brazil;BR
EQE Tecnologia (Brazil);;São José dos Campos;;Brazil;BR
Femto (Brazil);;São Paulo;;Brazil;BR
Colly (Brazil);;Capivari;;Brazil;BR
Equacional (Brazil);;São Paulo;;Brazil;BR
Deoxi Biotecnologia (Brazil);;Araçatuba;;Brazil;BR
Fermavi (Brazil);;São Paulo;;Brazil;BR
Fermentec (Brazil);;Piracicaba;;Brazil;BR
Departamento Intersindical de Estatística e Estudos Socioeconômicos;DIEESE;São Paulo;;Brazil;BR
Flexmedia (Brazil);;São Paulo;;Brazil;BR
FiberWork (Brazil);;Campinas;;Brazil;BR
Mentor Interactive (Brazil);;São José dos Campos;;Brazil;BR
Didai Tecnologia;;Campinas;;Brazil;BR
DEV Tecnologia (Brazil);;São Paulo;;Brazil;BR
Fibraforte (Brazil);;São José dos Campos;;Brazil;BR
Hytron (Brazil);;Sumaré;;Brazil;BR
Instituto Internacional de Ciencias Sociais;IICS;São Paulo;;Brazil;BR
Centro Universitário Eurípedes de Marilia;FEESR;Marília;;Brazil;BR
Devworks Game Technology (Brazil);;São Paulo;;Brazil;BR
Icra Produtos Para Cerâmica (Brazil);;Mogi Guaçu;;Brazil;BR
Fundação Apinco de Ciência e Tecnologia Avícolas;FACTA;Campinas;;Brazil;BR
Idea Electronic Systems (Brazil);;Campinas;;Brazil;BR
Escola Superior de Propaganda e Marketing;ESPM;São Paulo;;Brazil;BR
Fundação Armando Alvares Penteado;FAAP;São Paulo;;Brazil;BR
Thomson Reuters (Brazil);;São Paulo;;Brazil;BR
Fundação Bienal de São Paulo;;São Paulo;;Brazil;BR
Fisioatual (Brazil);;São Paulo;;Brazil;BR
Fundação Carlos Chagas;FCC;São Paulo;;Brazil;BR
Eudora Energia (Brazil);;Campinas;;Brazil;BR
Casper Líbero Foundation;FCL;São Paulo;;Brazil;BR
EXA-M Instrumentação Biomédica (Brazil);;Mogi das Cruzes;;Brazil;BR
Genomic (Brazil);;São Paulo;;Brazil;BR
Imag Indústria e Comércio de Componentes Eletrônicos (Brasil);;Ribeirão Pires;;Brazil;BR
Excelchip (Brazil);;São Paulo;;Brazil;BR
Expansão Científica (Brazil);;São Paulo;;Brazil;BR
Flavor Tec (Brazil);;Pindorama;;Brazil;BR
Centro de Tecnologia da Informação Renato Archer;CTI;Campinas;;Brazil;BR
Finamac (Brazil);;São Paulo;;Brazil;BR
Fleximedical (Brazil);;Rio de Janeiro;;Brazil;BR
Faculdades Oswaldo Cruz;;São Paulo;;Brazil;BR
Expertise Engenharia (Brazil);;Campinas;;Brazil;BR
Fundação de Apoio à Universidade Federal de São Paulo;FAP-UNIFESP;São Paulo;;Brazil;BR
Genoa (Brazil);;São Paulo;;Brazil;BR
Eyetec Equipamentos Oftalmicos (Brazil);;São Carlos;;Brazil;BR
Flyever (Brazil);;São Carlos;;Brazil;BR
Genotyping BPI (Brazil);;Botucatu;;Brazil;BR
Fundação de Apoio ao Instituto de Pesquisas Tecnológicas;FIPT;São Paulo;;Brazil;BR
Gentros (Brazil);;Campinas;;Brazil;BR
Fmaiis (Brazil);;São Paulo;;Brazil;BR
Fundação de Estudos Agrários Luiz de Queiroz;FEALQ;Piracicaba;;Brazil;BR
Formatto (Brazil);;São Paulo;;Brazil;BR
Geoambiente (Brazil);;São José dos Campos;;Brazil;BR
Fundação de Rotarianos de São Paulo;;São Paulo;;Brazil;BR
Incon Eletrônica (Brazil);;São Carlos;;Brazil;BR
Fortelab (Brazil);;São Carlos;;Brazil;BR
Fundação do ABC;FUABC;Santo André;;Brazil;BR
Eletro Máquinas Comércio e Representações (Brazil);;Campinas;;Brazil;BR
Forum Brasileiro de Segurança Pública;;São Paulo;;Brazil;BR
Royal Fish (Brazil);;Itupeva;;Brazil;BR
Fundação Educacional de Ituverava;FE;Ituverava;;Brazil;BR
Faculdade de Mococa;;Mococa;;Brazil;BR
Fotonica (Brazil);;Campinas;;Brazil;BR
Fosbrasil (Brazil);;Cajati;;Brazil;BR
Indústria Brasileira de Máquinas e Equipamentos (Brazil);INBRAMEQ;São Paulo;;Brazil;BR
Fundação Escola de Sociologia e Política de São Paulo;FESPSP;São Paulo;;Brazil;BR
Fultec Inox (Brazil);;São Carlos;;Brazil;BR
Toledo Prudente Centro Universitário;;Presidente Prudente;;Brazil;BR
Fundação Faculdade de Medicina;FFM;São Paulo;;Brazil;BR
Geodados (Brazil);;São José do Rio Preto;;Brazil;BR
Hospital Amaral Carvalho;;Jaú;;Brazil;BR
Fundação André Tosello;FAT;Campinas;;Brazil;BR
Faculdades Integradas de São Paulo;;São Paulo;;Brazil;BR
Institute of Economic Research Foundation;FIPE;São Paulo;;Brazil;BR
Faculdades Integradas Teresa D'Ávila;FATEA;Lorena;;Brazil;BR
JG Moriya (Brazil);;São Paulo;;Brazil;BR
Innovatech (Brazil);;São Paulo;;Brazil;BR
Clorovale Diamantes (Brazil);;São José dos Campos;;Brazil;BR
Geotecno (Brazil);;Santa Bárbara d'Oeste;;Brazil;BR
Gepco (Brazil);;Guarulhos;;Brazil;BR
Innovatech Telecom (Brazil);;Campinas;;Brazil;BR
lnstitute for lnternational Trade Negotiations;ICONE;São Paulo;;Brazil;BR
Jotaeme Fitafer (Brazil);;Franco da Rocha;;Brazil;BR
Kayros Ambiental e Agrícola (Brazil);;Paulínia;;Brazil;BR
Instituto de Neurociências e Comportamento;INEC;Ribeirão Preto;;Brazil;BR
Germinal (Brazil);;São Paulo;;Brazil;BR
Inovamat (Brazil);;São Carlos;;Brazil;BR
Kehl (Brazil);;São Carlos;;Brazil;BR
Hospital do Rim e Hipertensão;;São Paulo;;Brazil;BR
Fundação Otorrinolaringologia;;São Paulo;;Brazil;BR
Forest Science and Research Institute;IPEF;Piracicaba;;Brazil;BR
Kidopi (Brazil);;Ribeirão Preto;;Brazil;BR
Fundação Padre Albino;;Catanduva;;Brazil;BR
Instituto de Psicologia Comportamental de São Carlos;IPC;São Carlos;;Brazil;BR
Klais Soluções Consultoria e Desenvolvimento (Brazil);;Campinas;;Brazil;BR
Fernand Braudel Institute of World Economics;;São Paulo;;Brazil;BR
Gisplan (Brazil);;Rio de Janeiro;;Brazil;BR
Instituto Histórico e Geográfico de São Paulo;IHGSP;São Paulo;;Brazil;BR
Instituto Internacional de Ecologia (Brazil);IIE;São Carlos;;Brazil;BR
Knowledge Networks & Business Solutions (Brazil);KNBS;Campinas;;Brazil;BR
Global Pet (Brazil);;São Carlos;;Brazil;BR
GlobalMag (Brazil);;Cotia;;Brazil;BR
Insolita Studios (Brazil);;São Paulo;;Brazil;BR
Fundação Faculdade de Odontologia;FFO;São Paulo;;Brazil;BR
Latin American Sepsis Institute;ILAS;São Paulo;;Brazil;BR
Invel (Brazil);;São Paulo;;Brazil;BR
Instituto Lina Bo e P.M. Bardi;;São Paulo;;Brazil;BR
Fundação para o Desenvolvimento Médico e Hospitalar;;Bauru;;Brazil;BR
Instituto Paulista de Ensino e Pesquisa;IPEP;Campinas;;Brazil;BR
Griaule Biometrics (Brazil);;Campinas;;Brazil;BR
Koppert (Brazil);;Piracicaba;;Brazil;BR
DWG Arquitetura e Sistemas (Brazil);;São Paulo;;Brazil;BR
Instituto Paulo Freire;IPF;São Paulo;;Brazil;BR
Instituto Barretos de Tecnologia;IBT;Barretos;;Brazil;BR
Fundação Energia e Saneamento;;São Paulo;;Brazil;BR
Gtac Solutions (Brazil);;São Paulo;;Brazil;BR
Korth Rfid (Brazil);;São Carlos;;Brazil;BR
Instituto Penido Burnier;IPB;Campinas;;Brazil;BR
Guatifer Usinagem e Ferramentaria (Brazil);;São Paulo;;Brazil;BR
Fundação Paulista de Tecnologia e Educação;FPTE;Lins;;Brazil;BR
Instituto Polis;;São Paulo;;Brazil;BR
Kroma Equipamentos Especiais (Brazil);;Botucatu;;Brazil;BR
Fórum de Entidades Nacionais da Psicologia Brasileira;FENPB;São Paulo;;Brazil;BR
Instituto Sócioambiental;ISA;São Paulo;;Brazil;BR
Kryptus (Brazil);;Campinas;;Brazil;BR
Instituto Uniemp;;São Paulo;;Brazil;BR
Instituto Brasileiro de Controle do Câncer;IBCC;São Paulo;;Brazil;BR
Labcom Sistemas (Brazil);;Campinas;;Brazil;BR
Hexalab (Brazil);;Santos;;Brazil;BR
Intecmat (Brazil);;São Carlos;;Brazil;BR
Herbicat (Brazil);;Catanduva;;Brazil;BR
Gyrofly (Brazil);;São José dos Campos;;Brazil;BR
Inter-Metro (Brazil);;São Paulo;;Brazil;BR
Labmass Laboratory;;Campinas;;Brazil;BR
Abutua Tecnologia;;Sorocaba;;Brazil;BR
Casablanca (Brazil);;Belo Horizonte;;Brazil;BR
Laboratório Biosintesis P&D;;São Paulo;;Brazil;BR
Brazilian Institute of Neuropsychology and Behaviour;IBNeC;Rio de Janeiro;;Brazil;BR
Fundação Universitária Vida Cristã;FUNVIC;Pindamonhangaba;;Brazil;BR
Invenire Internacional Informática (Brazil);;São Paulo;;Brazil;BR
Laboratório Bacchi;;Botucatu;;Brazil;BR
Fundação Zerbini;;São Paulo;;Brazil;BR
Fundo de Defesa da Citricultura;;Araraquara;;Brazil;BR
Institute of Integrated Clinical Research (Brazil);;Jundiaí;;Brazil;BR
Association of the Technological Integrated Systems Laboratory;LSI TEC;São Paulo;;Brazil;BR
Incontrol (Brazil);;São Paulo;;Brazil;BR
Líbera Tecnologia e Inovação (Brazil);;São Paulo;;Brazil;BR
Metrolab Calibrações (Brazil);;São José dos Campos;;Brazil;BR
Quimlab (Brazil);;São Paulo;;Brazil;BR
Ipel - Itibanyl Produtos Especiais (Brazil);;Jarinu;;Brazil;BR
Ipsos (Brazil);;São Paulo;;Brazil;BR
Mextra (Brazil);;Taubaté;;Brazil;BR
Inselli Engenharia e Ciência Aplicada (Brazil);;Sertãozinho;;Brazil;BR
LaserTools Tecnologia (Brazil);;São Paulo;;Brazil;BR
IQX-Inove Qualyx (Brazil);;Campinas;;Brazil;BR
Mhnano (Brazil);;Nova Odessa;;Brazil;BR
Multi Vegetal Fitocosméticos (Brazil);;Campinas;;Brazil;BR
Santa Casa da Misericórdia de Bragança Paulista;;Bragança Paulista;;Brazil;BR
Lifemed (Brazil);;São Paulo;;Brazil;BR
Microdesign Informatica Tecnologia Industria e Comerico (Brazil);;Campinas;;Brazil;BR
Multicorpos Engenharia (Brazil);;São Paulo;;Brazil;BR
Santa Casa de Misericórdia de Marília;;Marília;;Brazil;BR
Santa Casa de Misericórdia de São Carlos;;São Carlos;;Brazil;BR
OmniTek (Brazil);;São Paulo;;Brazil;BR
Light Tech (Brazil);;São Paulo;;Brazil;BR
Limpgas Tecnologia (Brazil);;Campinas;;Brazil;BR
Itabras Mineração (Brazil);;Jundiaí;;Brazil;BR
São Paulo Museum of Art;MASP;São Paulo;;Brazil;BR
Itatex (Brazil);;Campinas;;Brazil;BR
Itera - Inovação e Desenvolvimento Tecnológico (Brazil);;São Carlos;;Brazil;BR
Eletrovento (Brazil);;Mairinque;;Brazil;BR
Mwa Automação (Brazil);;Mogi das Cruzes;;Brazil;BR
Linax (Brazil);;Votuporanga;;Brazil;BR
Onion Tecnologia (Brazil);;São Carlos;;Brazil;BR
LinkGen (Brazil);;Paraíso;;Brazil;BR
Ophthalmos (Brazil);;São Paulo;;Brazil;BR
Ministry of Culture;MinC;Brasília;;Brazil;BR
Opto Eletrônica (Brazil);;São Carlos;;Brazil;BR
OptoLink (Brazil);;São Paulo;;Brazil;BR
Logtrac (Brazil);;São Carlos;;Brazil;BR
Nanobionics (Brazil);;São Paulo;;Brazil;BR
Lucotec (Brazil);;Jundiaí;;Brazil;BR
Nanocore (Brazil);;Campinas;;Brazil;BR
Ministry of Defence;MD;Brasília;;Brazil;BR
Nanofitotec (Brazil);;São Paulo;;Brazil;BR
